date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
21:05:51	520219/520219	U-----	200	untouched ('OK')	text/html	etag:W/%22aee2734ab60d510bd29740ebf4a9c3ad%22	https://www.tmax.co.kr/tmaxcloud	D:/MyWebSites/tmaxcloud/www.tmax.co.kr/tmaxcloud.html	(from )
21:05:51	246/246	U-----	200	untouched ('OK')	text/plain	etag:W/%22f6-PP73F7EmFxJydkaCSc7A5d7GZA4%22	https://www.tmax.co.kr/robots.txt		(from )
21:05:52	1170/1170	U-----	200	untouched ('')	image/png	date:Sun,%2019%20Sep%202021%2022:24:17%20GMT	https://static.wixstatic.com/media/adcb2b_f3c5b3a4dad146f7bd2356dcd2945427~mv2.png/v1/fill/w_32%2Ch_32%2Clg_1%2Cusm_0.66_1.00_0.01/adcb2b_f3c5b3a4dad146f7bd2356dcd2945427~mv2.png	D:/MyWebSites/tmaxcloud/static.wixstatic.com/media/adcb2b_f3c5b3a4dad146f7bd2356dcd2945427_mv2.png/v1/fill/w_32,h_32,lg_1,usm_0.66_1.00_0.01/adcb2b_f3c5b3a4dad146f7bd2356dcd2945427_mv2.png	(from https://www.tmax.co.kr/tmaxcloud)
21:05:52	65503/65503	U-----	200	untouched ('')	text/javascript	date:Tue,%2014%20Sep%202021%2012:19:57%20GMT	https://polyfill.io/v3/polyfill.min.js?features=fetch	D:/MyWebSites/tmaxcloud/polyfill.io/v3/polyfill.mind82c.js	(from https://www.tmax.co.kr/tmaxcloud)
21:05:52	1171/1171	U-----	200	untouched ('')	application/javascript	etag:W/%22c187011c9a45c15a6fcbf5d62a5d755f%22	https://static.parastorage.com/unpkg/focus-within-polyfill@5.0.9/dist/focus-within-polyfill.js	D:/MyWebSites/tmaxcloud/static.parastorage.com/unpkg/focus-within-polyfill@5.0.9/dist/focus-within-polyfill.js	(from https://www.tmax.co.kr/tmaxcloud)
21:05:52	137771/137771	U-----	200	untouched ('')	application/javascript	etag:W/%2218eb21e8d1074fd7a594d3748ba0cb33%22	https://static.parastorage.com/unpkg/core-js-bundle@3.2.1/minified.js	D:/MyWebSites/tmaxcloud/static.parastorage.com/unpkg/core-js-bundle@3.2.1/minified.js	(from https://www.tmax.co.kr/tmaxcloud)
21:05:52	2865/2865	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2027%20Sep%202021%2012:06:47%20GMT	https://www.tmax.co.kr/47b73115.min.css	D:/MyWebSites/tmaxcloud/www.tmax.co.kr/47b73115.min.css	(from https://www.tmax.co.kr/tmaxcloud)
21:05:52	2865/2865	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2027%20Sep%202021%2012:06:47%20GMT	https://www.tmax.co.kr/1a3ca2ee.min.css	D:/MyWebSites/tmaxcloud/www.tmax.co.kr/1a3ca2ee.min.css	(from https://www.tmax.co.kr/tmaxcloud)
21:05:52	2865/2865	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2027%20Sep%202021%2012:06:47%20GMT	https://www.tmax.co.kr/16e44c05.min.css	D:/MyWebSites/tmaxcloud/www.tmax.co.kr/16e44c05.min.css	(from https://www.tmax.co.kr/tmaxcloud)
21:05:52	2865/2865	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2027%20Sep%202021%2012:06:47%20GMT	https://www.tmax.co.kr/6ac53ab7.min.css	D:/MyWebSites/tmaxcloud/www.tmax.co.kr/6ac53ab7.min.css	(from https://www.tmax.co.kr/tmaxcloud)
21:05:53	2865/2865	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2027%20Sep%202021%2012:06:48%20GMT	https://www.tmax.co.kr/02595569.min.css	D:/MyWebSites/tmaxcloud/www.tmax.co.kr/02595569.min.css	(from https://www.tmax.co.kr/tmaxcloud)
21:05:53	243/243	---MCZ	403	error ('Forbidden')	application/xml	date:Mon,%2027%20Sep%202021%2012:06:48%20GMT	https://static.parastorage.com/services/wix-thunderbolt/dist/	D:/MyWebSites/tmaxcloud/static.parastorage.com/services/wix-thunderbolt/dist/index.html	(from https://www.tmax.co.kr/tmaxcloud)
